city,state,datetime,latitude,longitude,co,no,no2,o3,pm10,pm25,humidity,so2,temperature,hour,day_of_week,month,is_weekend,morning_rush,evening_rush,season
Agartala,Tripura,2025-02-19 01:45:00,23.8175497,91.2726974,0.61,1.87,10.04,12.87,47.59,21.5,81.36,16.47,20.63,1,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 02:00:00,23.8175497,91.2726974,0.6,2.06,10.6,14.03,44.08,18.99,81.27,16.23,20.56,2,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 02:15:00,23.8175497,91.2726974,0.57,1.95,9.49,13.61,40.07,16.8,81.03,16.38,20.53,2,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 02:30:00,23.8175497,91.2726974,0.54,1.81,9.35,15.29,40.07,16.8,80.71,16.42,20.54,2,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 02:45:00,23.8175497,91.2726974,0.53,1.96,9.56,13.04,40.07,16.8,80.44,16.28,20.52,2,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 03:00:00,23.8175497,91.2726974,0.52,1.83,9.05,13.64,40.66,15.59,80.14,16.3,20.48,3,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 03:15:00,23.8175497,91.2726974,0.51,2.06,9.49,12.56,41.33,14.53,80.33,16.24,20.37,3,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 03:30:00,23.8175497,91.2726974,0.51,1.96,9.24,11.84,41.33,14.53,80.78,16.33,20.17,3,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 03:45:00,23.8175497,91.2726974,0.5,1.72,9.17,11.96,41.33,14.53,81.65,16.31,20.0,3,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 04:00:00,23.8175497,91.2726974,0.49,1.83,9.01,9.1,38.49,11.75,82.63,16.13,19.83,4,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 04:15:00,23.8175497,91.2726974,0.49,2.42,9.28,9.17,35.24,9.32,83.68,16.1,19.66,4,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 04:30:00,23.8175497,91.2726974,0.48,2.13,9.21,7.06,35.24,9.32,84.19,15.9,19.53,4,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 04:45:00,23.8175497,91.2726974,0.47,2.01,9.39,9.53,35.24,9.32,84.23,16.07,19.44,4,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 05:00:00,23.8175497,91.2726974,0.47,2.16,9.48,8.56,36.44,11.21,84.15,16.21,19.42,5,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 05:15:00,23.8175497,91.2726974,0.47,2.34,9.74,9.4,38.05,13.1,84.23,16.26,19.42,5,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 05:30:00,23.8175497,91.2726974,0.48,2.32,9.73,9.24,38.05,13.1,84.8,16.29,19.47,5,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 05:45:00,23.8175497,91.2726974,0.5,2.33,10.39,8.33,38.05,13.1,84.36,16.37,19.87,5,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 06:00:00,23.8175497,91.2726974,0.52,2.87,11.49,6.74,37.85,13.93,83.94,16.28,20.11,6,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 06:15:00,23.8175497,91.2726974,0.54,3.49,12.01,4.87,37.67,14.66,84.52,16.24,19.94,6,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 06:30:00,23.8175497,91.2726974,0.59,7.83,12.22,5.16,37.67,14.66,85.41,16.24,19.77,6,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 06:45:00,23.8175497,91.2726974,0.61,9.77,13.04,4.91,37.67,14.66,85.83,16.29,19.8,6,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 07:00:00,23.8175497,91.2726974,0.68,13.74,15.35,7.04,39.01,13.38,85.19,16.42,20.42,7,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 07:15:00,23.8175497,91.2726974,0.68,12.84,17.16,5.56,40.36,12.1,82.34,16.69,21.57,7,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 07:30:00,23.8175497,91.2726974,0.65,9.43,18.57,7.67,40.36,12.1,78.77,16.69,22.89,7,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 07:45:00,23.8175497,91.2726974,0.59,6.02,19.05,8.53,40.36,12.1,76.53,17.06,24.03,7,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 08:00:00,23.8175497,91.2726974,0.55,4.19,17.97,11.65,42.06,15.02,75.94,17.19,24.62,8,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 08:15:00,23.8175497,91.2726974,0.51,3.63,17.27,11.65,43.76,17.93,73.47,17.35,25.85,8,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 08:30:00,23.8175497,91.2726974,0.48,3.08,15.86,16.27,43.76,17.93,72.09,17.71,26.61,8,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 08:45:00,23.8175497,91.2726974,0.48,2.59,14.94,17.54,43.76,17.93,69.04,17.97,27.8,8,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 09:00:00,23.8175497,91.2726974,0.48,2.48,13.85,22.42,45.19,16.68,67.41,18.3,28.14,9,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 09:15:00,23.8175497,91.2726974,0.47,2.74,13.51,24.46,46.83,15.25,67.29,18.76,28.31,9,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 09:30:00,23.8175497,91.2726974,0.47,2.55,12.93,27.87,46.83,15.25,65.23,18.95,29.22,9,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 09:45:00,23.8175497,91.2726974,0.47,1.92,11.28,42.59,46.83,15.25,62.95,19.9,30.0,9,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 10:00:00,23.8175497,91.2726974,0.49,1.88,10.52,45.73,44.99,18.14,61.43,20.26,30.48,10,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 10:15:00,23.8175497,91.2726974,0.53,2.14,13.76,60.72,42.88,20.66,60.64,21.22,30.95,10,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 10:30:00,23.8175497,91.2726974,0.56,1.86,13.12,60.78,42.88,20.66,59.55,20.61,30.91,10,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 10:45:00,23.8175497,91.2726974,0.54,1.54,11.39,91.29,42.88,20.66,58.52,21.68,30.54,10,2,2,0,1,0,1
Agartala,Tripura,2025-02-19 11:00:00,23.8175497,91.2726974,0.55,1.47,10.87,97.35,51.25,23.1,59.88,21.45,30.47,11,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 11:15:00,23.8175497,91.2726974,0.5,1.14,7.96,120.71,60.82,25.24,57.05,21.23,29.9,11,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 11:30:00,23.8175497,91.2726974,0.5,1.34,10.94,106.69,60.82,25.24,49.32,19.69,30.0,11,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 11:45:00,23.8175497,91.2726974,0.42,1.64,9.6,104.14,60.82,25.24,40.46,18.74,30.28,11,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 12:00:00,23.8175497,91.2726974,0.39,1.82,9.14,101.24,57.22,23.33,35.3,17.99,30.55,12,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 12:15:00,23.8175497,91.2726974,0.4,1.41,7.08,84.22,52.42,21.42,32.35,17.53,31.22,12,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 12:30:00,23.8175497,91.2726974,0.47,1.63,9.12,112.44,52.42,21.42,39.15,18.9,31.24,12,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 12:45:00,23.8175497,91.2726974,0.43,1.59,8.42,114.99,52.42,21.42,39.01,18.66,30.76,12,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 13:00:00,23.8175497,91.2726974,0.48,1.27,9.3,114.02,41.35,15.46,42.16,19.03,30.91,13,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 13:15:00,23.8175497,91.2726974,0.53,1.33,10.57,119.79,28.69,10.25,46.43,20.2,31.27,13,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 13:30:00,23.8175497,91.2726974,0.52,1.13,8.04,133.75,28.69,10.25,48.29,20.04,30.68,13,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 13:45:00,23.8175497,91.2726974,0.53,0.99,10.87,134.04,28.69,10.25,48.56,19.63,30.69,13,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 14:00:00,23.8175497,91.2726974,0.53,1.08,9.65,125.09,36.9,13.97,50.76,19.54,30.35,14,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 14:15:00,23.8175497,91.2726974,0.53,1.28,10.64,111.22,46.28,17.22,49.87,19.42,30.59,14,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 14:30:00,23.8175497,91.2726974,0.54,1.09,13.0,129.35,46.28,17.22,50.83,20.21,30.15,14,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 14:45:00,23.8175497,91.2726974,0.55,1.5,11.27,116.76,46.28,17.22,53.8,20.76,30.09,14,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 15:00:00,23.8175497,91.2726974,0.54,1.09,10.64,120.07,49.44,18.36,54.67,21.63,30.42,15,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 15:30:00,23.8175497,91.2726974,0.58,1.48,13.42,107.08,53.05,19.66,55.61,21.64,30.49,15,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 15:45:00,23.8175497,91.2726974,0.6,1.19,16.12,109.21,53.05,19.66,55.56,21.63,29.97,15,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 16:00:00,23.8175497,91.2726974,0.57,1.53,15.11,130.51,54.31,21.23,58.07,22.69,29.48,16,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 16:15:00,23.8175497,91.2726974,0.64,1.45,18.28,91.02,55.57,22.81,60.97,21.51,29.03,16,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 16:30:00,23.8175497,91.2726974,0.66,1.62,18.75,83.62,55.57,22.81,62.93,21.08,28.56,16,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 16:45:00,23.8175497,91.2726974,0.69,1.33,20.11,84.38,55.57,22.81,65.67,21.19,27.91,16,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 17:00:00,23.8175497,91.2726974,0.72,1.78,20.91,73.5,55.99,20.07,67.55,20.47,27.35,17,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 17:15:00,23.8175497,91.2726974,0.76,1.79,21.45,49.4,56.36,17.68,69.04,18.85,26.84,17,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 17:30:00,23.8175497,91.2726974,0.75,1.59,20.95,52.03,56.36,17.68,70.22,18.74,26.42,17,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 17:45:00,23.8175497,91.2726974,0.8,1.9,21.08,50.57,56.36,17.68,71.08,18.95,26.02,17,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 18:00:00,23.8175497,91.2726974,0.83,2.39,21.05,47.15,59.97,20.41,72.16,18.92,25.68,18,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 18:15:00,23.8175497,91.2726974,0.98,3.44,29.11,27.53,64.09,23.52,73.27,18.3,25.36,18,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 18:30:00,23.8175497,91.2726974,1.13,4.78,33.95,17.9,64.09,23.52,74.49,17.98,24.89,18,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 18:45:00,23.8175497,91.2726974,1.16,4.17,32.23,18.81,64.09,23.52,75.53,17.91,24.55,18,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 19:00:00,23.8175497,91.2726974,1.33,6.1,35.22,12.02,66.01,23.99,76.32,17.81,24.35,19,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 19:15:00,23.8175497,91.2726974,1.41,6.46,34.26,13.0,68.21,24.53,76.94,17.63,24.17,19,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 19:30:00,23.8175497,91.2726974,1.57,9.0,34.89,9.43,68.21,24.53,77.09,17.78,24.11,19,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 19:45:00,23.8175497,91.2726974,1.6,8.36,35.55,8.68,68.21,24.53,77.84,17.38,23.93,19,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 20:00:00,23.8175497,91.2726974,1.56,9.34,34.71,5.37,72.05,30.33,79.13,17.1,23.54,20,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 20:15:00,23.8175497,91.2726974,1.38,4.96,31.1,9.04,76.44,35.41,80.55,16.62,22.88,20,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 20:30:00,23.8175497,91.2726974,1.25,3.03,27.54,9.96,76.44,35.41,80.52,16.74,22.68,20,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 20:45:00,23.8175497,91.2726974,1.18,2.99,25.47,14.56,76.44,35.41,80.5,16.82,22.57,20,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 21:00:00,23.8175497,91.2726974,1.13,2.61,23.59,14.38,75.39,32.74,80.85,17.24,22.41,21,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 21:15:00,23.8175497,91.2726974,1.14,3.25,23.78,14.19,74.34,30.07,80.83,17.67,22.34,21,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 21:30:00,23.8175497,91.2726974,1.11,2.91,23.07,13.87,74.34,30.07,80.98,17.98,22.22,21,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 21:45:00,23.8175497,91.2726974,1.11,2.57,22.25,15.4,74.34,30.07,81.23,18.88,22.16,21,2,2,0,0,1,1
Agartala,Tripura,2025-02-19 22:00:00,23.8175497,91.2726974,1.12,2.55,22.14,13.12,72.44,27.56,81.72,18.7,22.1,22,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 22:15:00,23.8175497,91.2726974,1.15,4.07,21.96,10.94,70.27,25.37,81.94,18.75,22.03,22,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 22:30:00,23.8175497,91.2726974,1.17,4.23,23.17,11.97,70.27,25.37,82.25,19.03,21.97,22,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 22:45:00,23.8175497,91.2726974,1.18,3.12,21.92,12.62,70.27,25.37,82.16,20.66,22.04,22,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 23:00:00,23.8175497,91.2726974,1.19,3.4,21.84,14.76,73.76,24.36,81.43,22.67,22.21,23,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 23:15:00,23.8175497,91.2726974,1.2,3.41,22.04,11.06,78.41,23.35,81.45,24.49,22.26,23,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 23:30:00,23.8175497,91.2726974,1.18,3.04,21.14,11.72,78.41,23.35,81.72,29.02,22.12,23,2,2,0,0,0,1
Agartala,Tripura,2025-02-19 23:45:00,23.8175497,91.2726974,1.19,2.9,20.89,6.49,78.41,23.35,82.82,22.45,21.84,23,2,2,0,0,0,1
Agartala,Tripura,2025-02-20 00:45:00,23.8175497,91.2726974,0.98,2.11,14.36,11.66,76.94,30.03,85.07,18.24,20.91,0,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 01:00:00,23.8175497,91.2726974,0.88,2.28,13.31,13.32,74.72,28.06,84.44,18.85,20.94,1,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 01:15:00,23.8175497,91.2726974,0.8,1.83,13.66,18.03,72.49,26.08,83.57,19.45,20.96,1,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 01:30:00,23.8175497,91.2726974,0.74,2.21,12.43,14.51,72.49,26.08,83.33,18.73,20.97,1,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 01:45:00,23.8175497,91.2726974,0.72,1.9,12.45,15.69,72.49,26.08,83.73,18.33,20.77,1,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 02:00:00,23.8175497,91.2726974,0.68,2.12,11.49,13.2,63.06,22.86,76.81,18.02,18.7,2,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 02:15:00,23.8175497,91.2726974,0.67,2.09,10.79,14.22,53.63,19.19,84.88,17.95,20.43,2,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 02:30:00,23.8175497,91.2726974,0.66,2.03,10.64,12.44,53.63,19.19,85.17,17.73,20.17,2,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 02:45:00,23.8175497,91.2726974,0.64,2.0,10.67,12.55,53.63,19.19,86.07,17.66,19.94,2,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 03:00:00,23.8175497,91.2726974,0.62,2.17,10.76,12.33,52.26,20.38,86.64,17.42,19.77,3,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 03:15:00,23.8175497,91.2726974,0.61,2.01,10.95,10.91,50.69,21.42,87.27,17.42,19.74,3,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 03:30:00,23.8175497,91.2726974,0.62,2.14,10.33,11.6,50.69,21.42,87.2,17.25,19.63,3,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 03:45:00,23.8175497,91.2726974,0.6,1.9,10.33,9.87,50.69,21.42,87.91,17.13,19.35,3,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 04:00:00,23.8175497,91.2726974,0.6,2.11,10.18,11.01,51.3,19.13,88.55,16.95,19.17,4,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 04:15:00,23.8175497,91.2726974,0.58,1.99,10.9,6.89,52.12,16.84,89.12,16.63,19.0,4,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 04:30:00,23.8175497,91.2726974,0.6,2.44,11.12,6.83,52.12,16.84,89.92,16.47,18.93,4,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 04:45:00,23.8175497,91.2726974,0.63,2.52,11.68,4.09,52.12,16.84,90.23,16.53,18.79,4,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 05:15:00,23.8175497,91.2726974,0.73,3.82,11.27,4.1,48.89,15.92,91.13,16.63,18.57,5,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 05:30:00,23.8175497,91.2726974,0.74,3.98,10.93,4.3,48.89,15.92,91.5,16.41,18.53,5,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 05:45:00,23.8175497,91.2726974,0.74,4.1,10.13,4.04,48.89,15.92,91.88,16.39,18.54,5,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 06:00:00,23.8175497,91.2726974,0.74,5.44,10.46,3.5,50.25,14.91,91.81,16.38,18.59,6,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 06:15:00,23.8175497,91.2726974,0.77,8.49,10.65,5.66,51.62,13.9,91.6,16.56,18.8,6,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 06:30:00,23.8175497,91.2726974,0.81,18.21,13.42,7.86,51.62,13.9,88.12,17.25,19.52,6,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 06:45:00,23.8175497,91.2726974,0.81,18.34,14.92,10.14,51.62,13.9,83.97,17.98,20.63,6,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 07:00:00,23.8175497,91.2726974,0.82,14.26,16.77,9.82,52.88,16.77,78.56,18.43,21.91,7,3,2,0,1,0,1
Agartala,Tripura,2025-02-20 07:15:00,23.8175497,91.2726974,0.84,10.61,18.15,13.19,54.31,19.28,74.23,18.48,23.17,7,3,2,0,1,0,1
Agartala,Tripura,2025-02-20 07:30:00,23.8175497,91.2726974,0.8,6.54,18.9,17.54,54.31,19.28,68.36,18.6,24.45,7,3,2,0,1,0,1
Agartala,Tripura,2025-02-20 07:45:00,23.8175497,91.2726974,0.73,4.2,19.12,24.66,54.31,19.28,63.07,18.63,25.39,7,3,2,0,1,0,1
Agartala,Tripura,2025-02-20 08:15:00,23.8175497,91.2726974,0.66,2.21,18.0,32.01,65.23,24.74,58.59,18.47,27.32,8,3,2,0,1,0,1
Agartala,Tripura,2025-02-20 08:45:00,23.8175497,91.2726974,0.62,1.45,14.0,37.37,65.23,24.74,54.91,17.62,27.6,8,3,2,0,1,0,1
Agartala,Tripura,2025-02-20 09:00:00,23.8175497,91.2726974,0.59,1.58,11.34,58.4,61.9,23.35,54.21,19.18,28.01,9,3,2,0,1,0,1
Agartala,Tripura,2025-02-20 09:15:00,23.8175497,91.2726974,0.58,1.72,10.86,53.48,58.09,21.76,51.99,20.09,29.05,9,3,2,0,1,0,1
Agartala,Tripura,2025-02-20 09:30:00,23.8175497,91.2726974,0.56,1.64,10.5,64.42,58.09,21.76,48.86,19.77,30.11,9,3,2,0,1,0,1
Agartala,Tripura,2025-02-20 09:45:00,23.8175497,91.2726974,0.55,1.58,9.69,53.86,58.09,21.76,46.4,18.64,30.79,9,3,2,0,1,0,1
Agartala,Tripura,2025-02-20 10:00:00,23.8175497,91.2726974,0.53,1.35,9.24,63.08,60.27,21.84,45.62,18.95,30.72,10,3,2,0,1,0,1
Agartala,Tripura,2025-02-20 10:15:00,23.8175497,91.2726974,0.5,1.39,8.26,71.35,63.17,21.92,42.26,19.45,31.51,10,3,2,0,1,0,1
Agartala,Tripura,2025-02-20 10:30:00,23.8175497,91.2726974,0.51,1.49,9.49,72.83,63.17,21.92,40.29,19.47,32.07,10,3,2,0,1,0,1
Agartala,Tripura,2025-02-20 10:45:00,23.8175497,91.2726974,0.48,1.53,9.63,76.12,63.17,21.92,37.53,20.24,32.01,10,3,2,0,1,0,1
Agartala,Tripura,2025-02-20 11:00:00,23.8175497,91.2726974,0.46,1.42,8.76,84.44,54.45,18.9,36.36,20.6,32.15,11,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 11:15:00,23.8175497,91.2726974,0.47,1.73,9.31,59.74,44.48,16.25,34.42,17.9,32.01,11,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 11:30:00,23.8175497,91.2726974,0.44,1.0,8.39,80.19,44.48,16.25,33.36,18.75,32.61,11,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 11:45:00,23.8175497,91.2726974,0.43,1.23,7.9,75.25,44.48,16.25,33.17,18.48,32.81,11,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 12:00:00,23.8175497,91.2726974,0.43,1.29,7.91,70.58,40.48,15.49,34.49,17.84,32.59,12,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 12:15:00,23.8175497,91.2726974,0.42,1.02,6.7,95.59,35.15,14.74,34.52,18.45,32.47,12,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 12:30:00,23.8175497,91.2726974,0.4,0.82,5.47,120.41,35.15,14.74,34.58,19.62,32.39,12,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 12:45:00,23.8175497,91.2726974,0.41,1.33,7.5,75.25,35.15,14.74,34.4,17.6,32.21,12,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 13:00:00,23.8175497,91.2726974,0.42,0.97,7.03,114.91,35.13,11.43,34.94,18.91,32.72,13,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 13:15:00,23.8175497,91.2726974,0.44,1.02,8.23,118.88,35.11,7.64,36.85,19.04,32.66,13,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 13:30:00,23.8175497,91.2726974,0.44,1.47,7.45,100.31,35.11,7.64,36.63,18.58,32.76,13,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 13:45:00,23.8175497,91.2726974,0.43,1.12,7.97,101.04,35.11,7.64,36.47,18.3,32.65,13,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 14:00:00,23.8175497,91.2726974,0.44,1.54,10.2,97.81,35.19,8.58,37.66,18.19,32.42,14,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 14:15:00,23.8175497,91.2726974,0.43,1.24,10.21,82.18,35.28,9.41,38.15,17.72,32.56,14,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 14:30:00,23.8175497,91.2726974,0.43,1.38,10.39,89.81,35.28,9.41,38.68,17.67,32.16,14,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 14:45:00,23.8175497,91.2726974,0.42,1.43,10.15,95.08,35.28,9.41,39.26,17.95,32.09,14,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 15:00:00,23.8175497,91.2726974,0.44,1.42,11.69,105.19,36.84,11.4,40.83,18.72,31.85,15,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 15:15:00,23.8175497,91.2726974,0.48,1.07,10.53,124.67,38.93,13.4,50.62,20.6,31.02,15,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 15:30:00,23.8175497,91.2726974,0.49,1.22,12.28,101.46,38.93,13.4,53.69,20.14,30.06,15,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 15:45:00,23.8175497,91.2726974,0.47,1.16,12.47,103.09,38.93,13.4,54.82,20.44,30.06,15,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 16:00:00,23.8175497,91.2726974,0.46,1.39,10.42,120.51,43.28,12.91,57.58,22.63,29.33,16,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 16:15:00,23.8175497,91.2726974,0.47,1.22,12.58,86.58,48.26,12.35,60.59,22.28,28.4,16,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 16:30:00,23.8175497,91.2726974,0.47,1.59,14.3,74.1,48.26,12.35,57.47,20.31,27.83,16,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 16:45:00,23.8175497,91.2726974,0.5,1.32,14.46,71.4,48.26,12.35,58.88,20.1,27.46,16,3,2,0,0,0,1
Agartala,Tripura,2025-02-20 17:00:00,23.8175497,91.2726974,0.52,1.72,15.82,71.59,45.46,14.28,61.86,21.72,27.2,17,3,2,0,0,1,1
Agartala,Tripura,2025-02-20 17:15:00,23.8175497,91.2726974,0.65,2.57,23.09,43.25,42.25,15.96,65.88,21.01,26.79,17,3,2,0,0,1,1
Agartala,Tripura,2025-02-20 17:30:00,23.8175497,91.2726974,0.63,1.73,19.97,44.44,42.25,15.96,69.63,22.37,26.38,17,3,2,0,0,1,1
Agartala,Tripura,2025-02-20 17:45:00,23.8175497,91.2726974,0.65,1.82,19.12,48.8,42.25,15.96,70.41,21.77,26.13,17,3,2,0,0,1,1
Agartala,Tripura,2025-02-20 18:00:00,23.8175497,91.2726974,0.69,1.83,18.79,50.53,48.24,17.03,70.87,23.49,25.89,18,3,2,0,0,1,1
Agartala,Tripura,2025-02-20 18:15:00,23.8175497,91.2726974,0.82,4.1,25.47,25.63,54.22,18.1,72.07,19.26,25.61,18,3,2,0,0,1,1
Agartala,Tripura,2025-02-20 18:30:00,23.8175497,91.2726974,0.89,4.33,26.37,16.54,54.22,18.1,73.54,18.22,25.13,18,3,2,0,0,1,1
Agartala,Tripura,2025-02-20 18:45:00,23.8175497,91.2726974,0.92,3.88,27.28,15.33,54.22,18.1,74.41,18.07,24.73,18,3,2,0,0,1,1
Agartala,Tripura,2025-02-20 19:00:00,23.8175497,91.2726974,0.91,3.55,28.84,14.24,54.12,19.58,75.65,18.01,24.49,19,3,2,0,0,1,1
Agartala,Tripura,2025-02-20 19:15:00,23.8175497,91.2726974,0.91,4.7,27.89,13.86,54.01,20.87,75.42,17.77,24.46,19,3,2,0,0,1,1
Agartala,Tripura,2025-02-20 19:30:00,23.8175497,91.2726974,0.9,5.32,24.31,21.75,54.01,20.87,74.5,17.54,24.54,19,3,2,0,0,1,1
Agartala,Tripura,2025-02-20 19:45:00,23.8175497,91.2726974,0.92,5.0,26.16,23.74,54.01,20.87,72.89,17.91,24.62,19,3,2,0,0,1,1
Agartala,Tripura,2025-02-20 20:00:00,23.8175497,91.2726974,1.0,6.39,29.11,17.6,52.99,20.08,73.09,17.74,24.62,20,3,2,0,0,1,1
